GSM1539439,GSM1539440,GSM1539441,GSM1539442,GSM1539443,GSM1539444,GSM1539445,GSM1539446,GSM1539447,GSM1539448,GSM1539449,GSM1539450,GSM1539451,GSM1539452,GSM1539453,GSM1539454,GSM1539455,GSM1539456,GSM1539457,GSM1539458,GSM1539459,GSM1539460,GSM1539461,GSM1539462,GSM1539463,GSM1539464,GSM1539465,GSM1539466,GSM1539467,GSM1539468,GSM1539469,GSM1539470,GSM1539471,GSM1539472,GSM1539473,GSM1539474,GSM1539475,GSM1539476,GSM1539477,GSM1539478,GSM1539479,GSM1539480,GSM1539481,GSM1539482,GSM1539483,GSM1539484,GSM1539485,GSM1539486,GSM1539487,GSM1539488,GSM1539489,GSM1539490,GSM1539491,GSM1539492,GSM1539493,GSM1539494,GSM1539495,GSM1539496,GSM1539497,GSM1539498,GSM1539499,GSM1539500,GSM1539501,GSM1539502,GSM1539503,GSM1539504,GSM1539505,GSM1539506,GSM1539507,GSM1539508,GSM1539509,GSM1539510,GSM1539511,GSM1539512,GSM1539513,GSM1539514,GSM1539515,GSM1539516,GSM1539517,GSM1539518,GSM1539519,GSM1539520,GSM1539521,GSM1539522,GSM1539523,GSM1539524,GSM1539525,GSM1539526,GSM1539527,GSM1539528,GSM1539529,GSM1539530,GSM1539531,GSM1539532,GSM1539533,GSM1539534,GSM1539535,GSM1539536,GSM1539537,GSM1539538,GSM1539539,GSM1539540,GSM1539541,GSM1539542,GSM1539543,GSM1539544,GSM1539545,GSM1539546,GSM1539547,GSM1539548,GSM1539549,GSM1539550,GSM1539552,GSM1539553,GSM1539554,GSM1539555,GSM1539560,GSM1539562,GSM1539563,GSM1539569,GSM1539570,GSM1539571,GSM1539573,GSM1539575,GSM1539576,GSM1539577,GSM1539578,GSM1539579,GSM1539580,GSM1539581,GSM1539582,GSM1539583,GSM1539585,GSM1539586,GSM1539587,GSM1539588,GSM1539589,GSM1539593,GSM1539595,GSM1539596,GSM1539597,GSM1539599,GSM1539600,GSM1539601,GSM1539603,GSM1539604,GSM1539605,GSM1539606,GSM1539607,GSM1539613,GSM1539615,GSM1539616,GSM1539617,GSM1539619,GSM1539621,GSM1539623,GSM1539624,GSM1539626,GSM1539627,GSM1539629,GSM1539630,GSM1539632,GSM1539634,GSM1539637,GSM1539641,GSM1539643,GSM1539644,GSM1539646,GSM1539647,GSM1539648,GSM1539649,GSM1539650,GSM1539651,GSM1539652,GSM1539653,GSM1539655,GSM1539656,GSM1539661,GSM1539662,GSM1539663,GSM1539664,GSM1539665,GSM1539666,GSM1539668,GSM1539670,GSM1539671,GSM1539673,GSM1539674,GSM1539675,GSM1539676,GSM1539677,GSM1539678,GSM1539679,GSM1539685,GSM1539686,GSM1539687,GSM1539689,GSM1539691,GSM1539692,GSM1539693,GSM1539694,GSM1539696,GSM1539697,GSM1539698,GSM1539699,GSM1539701,GSM1539702,GSM1539703,GSM1539704,GSM1539705,GSM1539706,GSM1539707
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0
10.94693344,10.4278742,10.63480134,10.89330028,10.69366948,10.30128028,11.07554044,10.57330172,10.89363115,10.83631062,10.56380513,10.98986508,10.75188396,10.60828952,10.44460822,10.36800215,10.47363532,10.64269102,9.986998349,10.81335211,10.4689195,10.42315976,10.83887724,10.57325902,10.4672478,10.06918995,10.94677673,10.61592319,10.81627975,11.20643225,10.78117641,10.24442576,10.69190169,10.58107892,10.48183136,10.67323866,10.25478021,10.28504926,10.35242574,10.76451758,10.2829007,10.8965826,10.83946766,11.00712862,10.56481235,10.55272078,10.81078958,10.75364605,10.52877683,10.72897618,10.2407111,10.33239205,10.26454793,10.71081938,10.17943251,11.04981491,11.40910665,10.60133738,10.74121813,10.9422787,10.33956165,10.62258019,10.71870979,10.97945013,10.40819587,10.44485487,11.10150643,10.49086316,10.8672747,11.28554724,10.19470268,10.6805125,10.1357612,10.65545256,10.7040775,10.03170941,10.00347144,10.81856896,9.845449566,9.715434287,9.410184843,10.26125169,9.546191205,10.38698411,10.36297965,10.23462776,9.716487003,10.16680228,10.60883856,10.39640329,10.77675748,9.645860259,9.974790536,10.08766514,10.97280913,10.69775848,10.44036867,9.652825662,9.718560062,10.65677496,9.670955763,10.15213939,9.397306472,10.59550844,10.67520637,10.8048112,9.813797486,10.21907146,10.81488307,10.41340142,10.4001134,10.98265324,10.83762745,10.61448606,10.63280243,10.6136798,9.630781462,10.61590507,9.585713266,11.26540457,10.72069392,9.538793888,10.4049111,10.460798,10.53801546,10.51607013,10.85512146,9.68560032,10.01325784,10.65184434,9.95814788,10.38548321,10.95133958,10.22753505,10.54818597,10.29882357,10.38998239,9.838667715,10.74231514,10.61886001,10.53373855,9.450324119,10.8030038,10.92280647,10.64593136,11.14703153,10.53735266,10.4576895,10.3953642,10.88902108,10.49215408,10.59373094,10.62734121,8.910957709,10.56713231,9.982807315,10.07599533,10.33667626,10.32454121,10.93346355,9.818826195,10.8875235,9.961569892,10.2044484,10.57303459,9.860389945,10.37556255,9.204336806,10.34632025,10.31694672,10.5187131,10.68443313,11.048451,10.33510054,10.63485836,10.69813504,9.990260146,10.58273752,10.55166347,9.778813231,10.87239928,10.47564639,10.62581567,10.29160945,10.80074617,11.01108797,10.14091677,10.77257085,9.481968351,9.99192892,10.22639258,10.4438013,10.77176261,10.5221286,10.18506894,9.839424606,9.579705373,10.65820957,10.1692561,10.62642575,10.76549352,10.21255864,9.938370363,10.63751413,10.29095602,9.273305952,10.66290832,10.12706944,11.11456489,10.44274962,10.7939907,10.39280199
10.40514044,9.855246816,9.835158509,10.35621344,10.16076712,9.663677618,10.08923918,10.05850345,10.15616557,10.16372676,10.02722999,10.42147579,10.00689349,9.942493879,10.23470249,9.686604595,9.811373527,9.823984982,9.428166855,10.35984274,9.719031568,9.970558626,10.35195567,10.01250093,9.615846714,9.40854586,10.22418048,10.30539261,10.38525189,10.38276423,10.0383095,9.661070486,10.03251246,10.03184973,9.641977741,10.00715092,9.545990531,9.681231376,9.539749831,9.619798173,9.701299444,10.02684138,10.07473828,10.4806258,9.264799788,9.750775783,10.12664772,10.05972706,9.820466043,9.96434054,9.565012589,9.736057256,9.463093821,10.08569572,9.306361505,10.06983719,10.63252543,9.750861724,10.05609272,10.18787659,9.46641578,10.18525365,9.816543257,10.40446143,9.198756173,9.705414553,10.44628236,9.80409388,10.31985263,10.52378917,9.437148671,9.962149922,9.182478144,9.928499837,10.03727583,9.47806625,9.556558078,10.51381161,9.023947884,8.640173375,8.551138385,9.532344844,8.795628394,9.684839124,9.621887218,9.442885694,9.006205466,9.604033624,10.03765311,9.718163755,10.01810147,8.929142862,9.001864342,9.12601705,10.15951844,9.922433899,9.722248948,8.96469953,8.810274067,10.0035344,8.918118033,9.788889332,8.636647328,9.918101216,10.13620208,10.02472204,9.214411683,9.746581587,10.09410848,9.867713807,9.511642784,10.24286194,9.982703738,9.88502374,10.00356311,9.939638116,8.809126471,9.978733135,9.044660335,10.54694291,10.00688868,8.807994163,9.860445897,9.561956773,9.801789166,9.856731087,10.23978311,8.863020689,9.508010357,10.05206279,9.239850086,9.829064472,10.10562334,8.834967944,9.931856531,9.715150618,9.690739467,9.048523391,10.05425528,9.957192966,10.1280545,8.615169456,10.01883826,10.28296696,9.859176314,10.37905167,9.851507548,9.438642753,9.82592617,10.34232916,9.602605882,10.05943698,10.22112456,8.197344989,9.946082278,9.049547048,9.247912604,9.554634169,9.415284911,10.43228522,9.169264915,10.36825899,9.140096204,9.542774654,9.880824584,9.350184893,9.809447453,9.525770909,9.510461595,9.5046223,9.591140536,9.549277078,9.627165448,9.554096579,9.63284391,9.642704148,9.439248574,9.841063856,10.05351232,9.123343394,10.04621829,9.703928043,9.987046364,9.714539639,10.10467535,10.52905525,9.520580906,10.04805244,8.813769896,9.263398508,9.957496848,9.695141874,9.569343823,9.901756994,9.684633627,8.931432626,8.885770715,9.858656124,9.46859949,9.868810222,10.01481598,9.629097673,9.203797365,9.960839715,9.602307664,8.479395462,9.921133585,9.547965652,10.52237533,9.861307182,9.96716994,9.665342051
12.50881904,12.2570583,12.23013877,12.99707681,12.15856767,11.87161983,12.48009128,11.98938375,12.66377409,12.12489837,12.00370145,12.48697442,12.58837435,12.17616539,11.99888121,11.84468022,11.8456136,12.24971584,11.91786467,12.36828174,12.11124595,12.06238317,12.49528801,12.35691742,12.03132097,11.9281602,12.58134172,12.19985509,12.5381141,12.6250989,12.55049468,11.90133298,12.91849618,12.15870911,12.31634534,12.25684698,11.59145895,11.91138067,12.27913607,12.26543885,12.11210034,12.10472459,12.30103057,12.82924094,12.28572914,11.81766133,12.09767722,12.28241755,12.89678846,12.4250239,11.94696008,12.11916148,12.06482588,12.49234303,11.69513499,12.63139382,12.9780993,12.06744872,12.50572819,12.16858394,11.17548905,12.12150151,12.06955667,13.00616089,11.94468975,12.03058509,12.75259363,11.88836991,12.5670918,12.85939813,11.81334564,11.9885682,11.53223999,12.41468194,11.96598248,11.90077689,11.75540411,12.16415595,11.41776426,11.18938949,10.61285482,11.75618113,11.47679951,11.49060654,11.5696846,11.8119687,11.66989146,11.71446478,12.06674891,11.99721689,12.02688669,11.43629321,11.59148445,12.34370818,12.48314801,12.07906299,11.84360945,11.23786112,11.19191964,12.61732779,11.54713134,11.57055635,10.84336778,12.17063742,12.47825355,12.78744149,11.43418066,11.94302057,12.1642611,11.89591801,11.74412642,12.67377828,12.25363647,12.10046582,12.29947294,12.62804805,12.42880153,11.78521591,11.08141511,12.50176981,12.1341027,10.99868884,11.79929744,12.38384326,11.80166046,12.09748385,12.30278715,11.60320156,12.00728342,12.29995858,11.42665786,12.31424043,12.64419525,11.06512316,12.14360814,12.1299737,11.56171966,11.18358613,12.43166127,12.37514471,12.53935995,11.08050271,12.32516754,12.5972232,12.06399201,12.52945514,12.10059765,11.38562241,12.03636173,12.44148737,12.02612154,12.17250794,12.07684725,10.33918206,12.17254621,11.63166138,11.65395759,11.7572134,11.80971493,13.16702087,11.74210837,12.82469826,11.37959706,12.27494835,12.49438674,11.48455439,12.14825645,10.80507679,11.89662609,12.08834384,12.16709948,12.44270849,12.27052767,11.91354775,12.12973761,11.9639678,11.30693501,11.9370102,12.88686814,11.4088776,11.86902856,12.09265144,11.72995367,12.28869175,12.64710289,12.51865353,11.69936963,11.68828216,11.16418164,11.85790904,11.89325195,12.22609641,12.0461199,11.94935924,11.96160666,11.28340978,11.05566497,11.80192155,11.60040371,12.29240478,12.46267829,11.88519067,11.53812368,12.25512997,11.70526458,11.36173651,12.3227469,11.4440535,13.01077481,12.03204875,11.95935098,11.85199516
12.06857537,11.89901081,11.8684766,12.67239122,11.95455901,11.9643311,12.27128259,11.7674442,12.2303072,11.96131046,11.8359685,12.31675169,12.40106567,11.88899824,11.87588655,11.47645636,11.59266081,11.82745229,11.51921395,11.98410569,11.59994093,11.74931539,12.24181915,12.04661532,11.8292048,11.57122,12.37105225,11.97860046,12.22769057,12.35896959,12.31791078,11.5336552,12.46102172,12.01990483,12.02896509,11.79578415,11.29146504,11.64744429,11.88590448,11.95070527,11.77707069,11.8447096,12.0844913,12.3929435,12.16026379,11.58340129,11.88289293,12.0336625,12.65243937,12.16858809,11.49937416,11.87118025,11.75217213,12.18185936,11.37844137,12.35684814,12.70977005,11.68397965,12.2012313,11.97665321,10.94500167,11.81689506,11.69951558,12.88389304,11.85868633,11.73788979,12.56068035,11.60305682,12.39570628,12.59847473,11.411159,11.72792902,11.1538744,12.17531352,11.64376659,11.78384704,11.41384277,11.89434091,10.94345726,10.86172053,10.24117545,11.45028407,11.09296302,11.15100594,11.2859363,11.48033983,11.2859363,11.40036635,11.94424737,11.61878773,11.92254709,11.24438403,11.32421868,12.09619304,12.2137584,11.92831478,11.45431025,10.97606123,10.96961718,12.46012531,11.21056628,11.23862456,10.59129804,12.00646142,12.12081842,12.56036151,11.01597256,11.70268614,11.92025866,11.64066592,11.55630832,12.40058717,12.04696414,11.92274303,11.99200235,12.29402075,12.08957551,11.50540321,10.72920532,12.37160714,12.03341542,10.75791065,11.55361046,11.92665743,11.47870796,11.76279504,12.12002469,11.240344,11.67245394,11.95900127,11.07490176,12.13267924,12.31788684,10.77078967,11.85846391,11.69783244,11.34132311,10.9803729,12.21600931,12.14085001,12.19577158,10.65296984,11.90140599,12.33801091,11.75222314,12.32174708,11.9082151,11.07492608,11.67748,12.24655992,11.72621003,11.79644033,11.92252092,9.973543963,11.88852812,11.26987495,11.41638072,11.3572637,11.56138442,12.88441258,11.47392713,12.55549927,11.19048004,12.05581595,12.10673351,11.25965786,11.77402386,10.46619852,11.54396651,11.77748757,11.87225251,12.04456628,12.31388342,11.573229,11.73438833,11.75855767,10.96639388,11.75982685,12.51412814,11.16740506,11.56960453,11.84414425,11.59676647,12.04576103,12.4337078,12.34496783,11.47921075,11.53192822,10.86470479,11.49989069,11.56491904,11.82364256,11.92559497,11.65597984,11.77372007,10.95751013,10.69472001,11.8095743,11.38792022,11.94442624,11.99444743,11.463917,11.13826667,12.06177404,11.47695805,10.92315234,11.93865762,11.37215604,12.69262491,11.66112165,11.67756746,11.59212549
8.796880437,8.793970234,8.179050489,8.705320947,8.601076449,8.62172909,8.922823249,8.495243271,9.309779129,8.759005817,8.46174888,9.337165101,9.115701082,8.322799623,8.153664848,8.063829867,8.707226331,8.512009095,7.581236936,8.654241105,7.889137337,8.157597548,9.372804406,8.66068602,8.309044774,7.989497864,9.631095425,8.775900897,9.067847701,9.46288961,9.11003431,8.090196454,9.046265796,8.521181413,8.656303445,8.350862826,7.754924676,8.032733165,8.161595791,8.593680108,8.20276814,8.396497272,8.668207333,9.427973019,8.271978379,8.644588756,8.525965098,8.823473828,9.171209559,8.794345615,8.117802507,8.320125396,8.164840184,8.582686522,8.591407057,9.437408289,9.757912347,8.035013527,8.930839246,8.902277641,8.108114259,8.413484747,8.478650033,9.573956961,8.238132741,8.218299356,9.661507401,8.380129389,9.510619372,9.549070515,7.93794115,8.471753764,7.786386469,8.733374843,8.552054286,8.230288499,7.983058407,8.740842554,7.602856466,7.615933662,7.324076268,7.926595321,7.570764604,8.060424458,7.829950949,7.701192546,7.822351407,8.038421716,8.655098282,8.302973836,9.127409303,7.757288874,7.911000871,8.208948747,8.785785616,8.470284611,8.034487524,7.773910084,7.527144343,8.548579379,7.865732788,8.036435811,7.454092472,8.125060358,8.627351439,9.439714392,7.837291044,8.376373047,8.564414991,8.44202492,8.001627341,9.258723583,8.144651949,8.777109679,8.908482339,9.026293112,8.364979049,8.044496929,8.059642461,9.17575223,8.709349589,7.608412375,8.695159546,7.77379682,8.502239768,8.286272339,9.362765895,7.775174058,8.389858113,8.423416179,7.827401944,8.443044751,9.26691955,8.119037719,8.342974669,8.336441679,8.21993453,7.781323614,8.738105074,8.787928805,9.436730529,7.385709912,8.629070035,8.856723661,8.454436232,8.813977134,8.460738989,8.335527797,8.241057739,8.599336558,8.562969637,8.383542518,8.651529443,6.827394539,8.561122101,7.97487455,8.082796058,8.163269749,8.361062292,9.067209126,7.743528324,9.286716597,7.761717313,8.516468865,8.556942989,7.935465471,8.549006842,7.287162389,8.133884636,8.15261907,8.138962831,8.701750576,9.641676998,8.224276823,8.370910852,8.63925269,7.934261978,8.042186819,8.748386626,7.854794684,8.087934173,8.520808683,8.28281791,8.372048602,9.175481885,9.289569573,7.972391179,8.05689945,7.720384397,8.011158646,8.31501753,8.58248993,9.119181957,8.242567986,8.43411079,7.780913438,7.437367375,8.406205355,7.944542628,8.754021706,8.611988672,8.365980797,7.958558818,8.571024048,8.082788563,7.281266529,8.577849675,8.506435054,9.652570838,8.375380546,8.826820069,8.177904225
7.8787273,7.738331789,7.763037978,8.211214052,7.865017423,7.724958944,8.131931162,7.580295892,8.562758637,7.418838917,7.781286676,8.79609663,8.631777419,7.728066827,7.587884735,7.47042566,7.792050575,7.61050118,7.267471218,7.745038378,7.699980804,7.364331709,8.594131121,7.731625504,7.805458133,7.443887188,8.785712928,7.88151076,8.291778619,8.653295205,8.390750171,7.395424113,8.604026092,8.004930596,8.057638009,7.61085794,7.303160709,7.577883089,7.548624987,7.733244605,7.725621571,7.685612743,7.957002324,8.655156301,7.695226624,7.557680104,7.756572723,7.898986487,8.573170104,7.918003171,7.773286621,7.445811939,7.448666479,7.60390692,7.55693198,8.282091994,8.830023037,7.518719022,8.020858741,7.925493787,7.439668021,7.804503462,7.513265432,8.881245722,7.650516723,7.457471468,8.733195478,7.412640837,8.666075286,8.918226051,7.587388839,7.475325354,7.239809863,8.070955495,7.4773778,7.730038637,7.295700042,7.960848393,7.291259503,7.148626883,6.731122165,7.316033684,7.322437716,7.240645448,7.387260871,7.349318078,7.230626805,7.255722644,7.743102066,7.378009206,8.163205068,7.025474305,7.169404877,7.990306239,7.811172977,7.756596907,7.341973618,7.022118565,7.08942621,7.999097455,7.231966808,7.555882724,6.962954953,7.63979378,7.711962909,8.636041017,7.143860238,7.548647314,7.684533487,7.58578068,7.362226281,8.289105743,7.649503968,7.499741812,7.514378603,8.387960028,7.915009563,7.328681895,7.34425012,8.291038188,7.382075077,7.006610405,7.839480951,7.505393623,7.537409805,7.551332321,8.347820406,7.198923614,7.447297553,7.652953754,7.162649281,7.788568142,8.641528165,7.722458154,7.633835158,7.68357118,7.294794377,7.038701624,7.851556682,7.977478857,8.928444538,7.009524418,7.857612503,7.823384213,7.519165394,8.197839955,7.865998237,6.963124477,7.556276924,8.254056057,7.460244175,7.874077203,7.818558126,6.373699851,7.725906799,7.282594361,7.333249452,7.363719621,7.666546812,8.589973741,7.259570618,8.566641729,7.12603418,7.830958486,7.777068055,7.409989632,7.7458812,6.993276047,7.507799472,7.639555808,7.824429469,7.857310995,8.915175754,7.253779076,7.502451979,7.645325103,7.30288046,7.211477256,8.444770472,7.318774489,7.321378902,7.659351267,7.493476249,7.75507482,8.442725939,8.564315989,7.321087966,7.152544144,7.218991344,7.591106091,7.927011183,7.70287088,8.233625652,7.422528945,7.822074853,7.234502622,7.027149624,7.661517979,7.357744151,7.668455002,8.054398768,7.567441003,7.441640668,7.865296141,7.499178101,6.847956821,7.703219795,7.68909232,8.944503922,7.429119537,7.797367072,7.342066499
9.826484123,9.429704596,9.376064231,10.44236802,9.971768312,9.233604716,9.79335507,9.861777837,9.307134599,9.403804831,9.603836716,10.5516479,10.13576237,9.550302771,9.461647089,9.497540897,9.117003807,9.982837184,9.329908646,10.16002213,9.383345238,9.217926347,10.12887524,9.811251616,9.145354704,9.266221345,10.33197543,10.07512358,10.55006544,10.04719151,10.21414826,9.058408559,10.36205388,9.86560267,9.399171564,9.850891001,9.341637326,9.259402301,9.281457252,8.970015375,10.05424274,9.753393946,10.02313217,10.61526799,8.929721444,9.110300719,9.426706964,9.538143748,10.2936162,9.657177888,9.50700126,9.569721943,9.279844981,9.395443772,8.867429835,9.508035843,10.13235017,9.365667837,9.86303456,9.721804259,8.860165096,9.87033218,9.117870272,10.58888707,9.213837231,9.333943194,10.04648853,9.652341936,10.32784749,10.3062008,9.06502283,9.558829915,8.784512165,10.00618641,9.620176301,9.37110901,9.119741748,9.36577915,8.621831326,8.373568503,7.686494189,9.149832774,8.581484879,9.062346645,9.206486825,8.955174488,9.024536444,9.240807374,9.614951253,9.680402668,9.768777579,8.231114591,8.739834346,9.543929097,9.591959675,9.125036095,8.629201487,8.644575167,8.427087573,10.00593239,8.36621069,9.653213567,8.028452174,9.715116853,9.464186649,10.52745785,8.857611648,9.391708842,9.61714157,9.457481791,9.312031167,10.43390594,9.546891263,9.183367461,9.826894515,10.01106595,9.53124503,9.237857855,8.672898595,9.772183394,9.241487725,8.114732136,9.629134727,9.465153329,9.006553312,9.34072148,9.576665183,8.252897323,9.470612954,9.831860226,8.694393929,9.58109101,10.11263492,8.267870354,9.128286853,9.46955984,8.805925084,8.272404193,9.703576365,10.06527227,10.46617684,8.048008359,9.720912992,9.440413238,9.635584466,10.20304115,8.907715854,8.256102869,9.205568151,10.17294566,9.068192154,9.957639077,9.699418436,7.407557627,9.666532606,8.560037551,8.814497878,8.891324867,9.454631944,10.34208315,8.953324828,10.25840234,8.855063718,9.881347893,9.657820167,9.187197086,9.255060405,9.324926425,9.306740415,9.226936481,9.311724209,9.378645894,9.258825735,9.329108902,9.265561697,9.165977401,8.421912355,9.048405454,10.39802917,8.781311355,9.045873431,9.282416652,9.118133735,9.621658716,9.830070773,10.53115248,9.451580616,8.596722294,8.564650105,9.122739012,9.183521971,9.219078162,9.231382006,9.034780889,9.216429594,8.208251965,8.106898485,9.667043063,8.943538794,9.979110136,10.07822516,9.248428961,8.857468883,9.450132038,9.052670297,7.869182078,9.510320734,8.994513511,10.75372063,9.694047853,9.495795591,9.256500899
7.882087596,7.373870719,7.534987236,7.667868151,7.500792197,7.67898317,6.930267549,7.629643773,8.116017039,7.475943791,7.492751527,7.903452098,7.980841414,7.494282094,7.484946817,7.57693181,7.62036017,7.48423429,7.039461576,7.768854426,7.261477721,7.507141706,7.801236073,7.535202213,7.417239854,7.297850362,8.007974716,7.731960515,8.024843116,8.001061149,7.802405368,7.208934304,7.872179558,7.654554435,7.631345087,7.423572645,7.111673768,7.251168697,7.255808092,7.488765506,7.421393787,7.777787027,7.623420831,8.083809937,7.344202768,7.724508139,7.694266432,7.597091035,7.78800171,7.670306563,7.403216103,7.649371179,7.271945738,7.522725627,7.296842175,7.964332377,8.19427027,7.36326675,7.841116593,7.672798938,7.65737032,7.692013657,7.420291152,8.021790698,7.457392022,7.376955845,7.940190656,7.364825496,7.991504949,8.176628738,7.147145994,7.56413386,6.980310341,7.813233369,7.569372673,7.210418559,7.114519035,7.831020278,6.991133599,7.000788798,6.690179432,7.314579733,7.035834382,7.445922317,7.270194597,7.107448089,7.030821232,7.340711376,7.489606943,7.443947744,7.679012581,6.846450072,7.141452195,7.635694169,7.558666554,7.525994124,7.396431281,7.135443174,6.915892094,7.756362791,7.078071509,7.295766862,6.747778955,7.70446101,7.509553074,8.078673874,7.295454608,7.763710794,7.665396595,7.508809323,7.285625873,7.881038655,7.336130013,7.678443847,7.68994955,7.846630136,7.156955556,7.503527209,7.343011169,8.036085328,7.730728739,7.288151942,7.856350487,7.035853119,7.467571222,7.366066928,7.729874572,7.126702357,7.786225941,7.479943839,7.393768083,7.526735452,7.639546311,7.06620207,7.575711758,7.437922263,7.328026182,6.891670543,7.885565437,7.788965326,8.057626429,6.851445323,7.69699464,7.57232291,7.533947813,7.888722157,7.721288095,7.266086581,7.298774625,8.01938408,7.550672683,7.701136728,7.743754769,6.551416743,7.606507231,7.430908691,7.258779393,7.449206443,7.655998965,7.858249992,6.848170712,7.978472335,7.108352066,7.634228417,7.785145647,7.350464857,7.717949957,6.836238219,7.413205353,7.322655329,7.471107489,7.67089825,7.758029884,7.447779701,7.362394918,7.608887754,7.268013115,7.249167351,7.868335483,7.169905666,7.359876021,7.523124604,7.323420632,7.530181997,7.794306708,7.918351255,7.236377275,7.285955285,7.036346739,7.321313977,7.633191646,7.598440413,7.669992783,7.308476314,7.475924914,6.986545269,6.963021923,7.791030323,7.277883555,7.528329961,7.760752022,7.317995734,6.954718164,7.744665431,7.374248429,6.718986105,7.534460064,7.455181909,8.033378572,7.288187227,7.816772421,7.541155645
8.197482318,7.677044582,7.703101643,7.868862524,7.875923669,8.073800487,7.553177804,7.919240085,8.384899174,8.050268585,7.834757992,8.307368005,8.216414861,7.870777492,7.743001796,7.66312914,7.977299404,7.816127485,7.593422831,8.039104823,7.663436329,7.434732126,8.331422656,7.812007615,7.690753955,7.560918612,8.287853171,8.162397547,8.340346581,8.295685824,8.276586052,7.489316393,8.192217513,7.905306397,7.904086255,7.956236824,7.577576273,7.709275782,7.730349776,7.904449836,7.595224567,7.903398055,8.053692905,8.365737108,7.664328534,7.926006823,8.013342649,8.044171051,8.244508228,7.99441942,7.654999846,7.909124818,7.792385213,7.949701325,8.021083354,8.165712598,8.488743871,7.534248547,8.171683916,8.259343994,7.784661878,7.842452907,8.154435646,8.509144104,7.767288821,7.754152505,8.452648975,7.649839181,8.15145142,8.426329628,7.70657165,7.796355266,7.489322918,7.910603706,7.670037731,7.948095099,7.521543364,8.001474189,7.534363511,7.371510847,7.228672622,7.705900267,7.401088436,7.701968494,7.469706458,7.432619065,7.519084469,7.749352121,8.305582288,7.747183885,8.017403811,7.404726455,7.713364481,7.937301301,7.995801756,7.981723188,7.688478804,7.353660684,7.394566266,7.978193911,7.724537002,7.597347095,7.095534275,7.781340963,8.009308955,8.409149067,7.549196954,7.821643177,7.943989361,7.718764294,7.514936195,8.033945202,7.746405561,7.779472247,7.851342449,8.021147938,7.825812518,7.57103371,7.44454141,8.392554342,8.019538395,7.715565453,7.923727847,7.237985696,7.896678953,7.624361035,7.921412427,7.659573364,7.573239579,7.907297547,7.68389817,7.949156724,8.217182452,7.112926282,7.789503474,7.80122075,7.707799423,7.331744622,8.191841568,8.002710411,8.288326523,7.420332144,7.875994454,8.043393367,7.917261752,8.23701381,7.896150102,7.729635791,7.793768785,8.212395997,7.964266358,7.814862947,8.137744427,6.858321888,7.875747719,7.69776993,7.730492671,7.690742492,7.795017375,7.966474961,7.399755868,8.320138853,7.513823627,7.983131774,8.023830028,7.420052241,7.95507343,7.296994821,7.781472307,7.670472593,7.678134432,7.786242018,8.554575797,7.628918562,7.721436956,7.894916567,7.495420783,7.647877449,7.899887614,7.403916432,7.625770188,7.998144397,7.818313219,7.771940191,8.276658227,8.36769942,7.630313829,7.654591376,7.403170293,7.636505167,7.672153709,8.034501627,8.315146583,7.75454602,7.866317292,7.327031621,7.450715251,7.70833424,7.766647199,7.755791114,7.868093877,7.685866444,7.582669671,7.921111041,7.495264479,7.464213956,7.94154604,7.748810901,8.488957685,7.801811702,8.230885415,7.696208607
